pedido,contem_dados_pessoais
"Solicito informações sobre o processo número 33428/2020. Meus dados: Nome: José Martins Gomes, CPF: 575.775.655-12, Endereço: Av. Minas Gerais, nº 5742, Boa Vista, São Paulo - CEP 61705-296.",1
Peço acesso aos editais de concursos públicos realizados pela Secretaria de Fazenda.,0
"Meus dados: Paulo Carvalho Araújo, CPF: 623.032.068-12, RG: 30.218.926-0, residente em Cj das Acácias, nº 5337, Alto da Colina, Recife - CEP 46038-752. Solicito extrato de serviços.",1
Peço acesso às atas das reuniões do conselho de Transparência realizadas em 2025.,0
"Sou o cidadão Débora Lima Araújo, RG 50.290.020-1, telefone (96) 96742-2468. Peço informações sobre minha solicitação.",1
"Dados pessoais: Nome: Carlos Souza Alves, Data de Nascimento: 28/01/1962, CPF: 601.978.134-88. Solicito correção de dados.",1
Nome: Camila Araújo Ramos. Telefone: (65) 993091-5740. Email: camila@gmail.com. Preciso de informações sobre meu cadastro.,1
Solicito cópia dos contratos firmados entre a administração pública e a empresa Construções Omega.,0
Solicito informações sobre o processo licitatório número 66528/2020.,0
Solicito informações sobre o processo licitatório número 55935/2024.,0
Gostaria de obter o planejamento estratégico da Secretaria de Educação para o período 2022-2025.,0
"Solicito informações sobre o processo número 84018/2021. Meus dados: Nome: Camila Monteiro Costa, CPF: 449.119.637-00, Endereço: Rua Principal, nº 2062, Boa Vista, Brasília - CEP 95201-274.",1
Solicito cópia dos contratos firmados entre a administração pública e a empresa Engenharia Delta.,0
"Meus dados: Maria Costa Machado, CPF: 919.770.744-99, RG: 34.782.173-8, residente em Qd das Palmeiras, nº 5079, Vila Nova, Brasília - CEP 27532-386. Solicito extrato de serviços.",1
Gostaria de obter informações sobre o quadro de pessoal da Secretaria de Agricultura.,0
Gostaria de obter dados estatísticos sobre governo digital no Distrito Federal.,0
"Dados do solicitante: Nome: Priscila Ramos Gomes, RG: 45.646.059-0, CPF: 075.833.184-32, Tel: (68) 98796-3463. Solicito informações.",1
Nome: Bianca Mendes Bezerra. Telefone: (11) 97415-2340. Email: bianca@uol.com.br. Preciso de informações sobre meu cadastro.,1
Peço acesso aos editais de concursos públicos realizados pela Companhia de Saneamento.,0
Nome completo: Natália Silva Bezerra. PIS/PASEP: 941.02551.66-8. Email: natalia@outlook.com. Telefone: (35) 998652-3753. Solicito informações.,1
Peço informações sobre as metas e resultados do programa Bolsa Família.,0
"Sou Gustavo Costa Andrade, portador do RG 04.373.877-8 e CPF 521.350.497-35. Gostaria de saber sobre meu benefício.",1
Peço acesso às atas das reuniões do conselho de Cultura realizadas em 2021.,0
Gostaria de saber quantos servidores públicos estão lotados na Secretaria de Obras.,0
Gostaria de saber quantos servidores públicos estão lotados na Secretaria de Saúde.,0
Gostaria de obter informações sobre o quadro de pessoal da Secretaria de Segurança.,0
Solicito a relação de bens patrimoniais da Secretaria de Educação.,0
Peço informações sobre as metas e resultados do programa Minha Casa Minha Vida.,0
"Sou Gabriel Campos Cardoso, titular do CPF 510.378.321-59 e título de eleitor 787538877966. Peço informações eleitorais.",1
Solicito dados sobre a execução orçamentária do projeto Implantação de Ciclovias.,0
"Sou Carolina Carvalho Mendes, portador do RG 58.924.347-0 e CPF 831.932.056-99. Gostaria de saber sobre meu benefício.",1
Gostaria de obter dados estatísticos sobre assistência social no Distrito Federal.,0
"Sou o cidadão Paulo Carvalho Nunes, RG 43.580.173-2, telefone (86) 93127-5399. Peço informações sobre minha solicitação.",1
Solicito a relação de bens patrimoniais da Companhia de Saneamento.,0
"Me chamo Carolina Almeida Barbosa, CPF 448.149.010-11, e moro em Rua São Paulo, nº 2325, Bela Vista, Manaus - CEP 19635-676. Gostaria de acessar meus dados pessoais.",1
Solicito dados sobre as transferências voluntárias realizadas no ano de 2025.,0
Solicito informações sobre o orçamento da secretaria para o ano de 2024.,0
Gostaria de obter informações sobre o quadro de pessoal da Procuradoria-Geral.,0
"Solicito acesso aos meus dados cadastrais. Nome: Patrícia Barbosa Almeida, CPF: 008.527.481-08, Data Nasc: 26/12/1973.",1
"Dados pessoais: Nome: Patrícia Campos Monteiro, Data de Nascimento: 12/11/1968, CPF: 351.536.922-80. Solicito correção de dados.",1
Gostaria de obter o planejamento estratégico da Departamento de Trânsito para o período 2022-2025.,0
Gostaria de saber o valor total gasto com diárias no ano de 2025.,0
"Solicito informações sobre o processo número 12860/2019. Meus dados: Nome: André Reis Andrade, CPF: 580.473.977-88, Endereço: Cj São Paulo, nº 4575, Parque das Nações, Curitiba - CEP 18551-503.",1
Solicito informações sobre o orçamento da secretaria para o ano de 2019.,0
"Dados pessoais: Nome: Tiago Almeida Batista, Data de Nascimento: 02/11/1980, CPF: 344.190.683-70. Solicito correção de dados.",1
"Me chamo Tiago Costa Ramos e meu CPF é 915.958.129-89. Moro na Rua da Paz, nº 7750, Jardim Europa, Brasília - CEP 51188-660. Preciso de informações sobre minha aposentadoria.",1
Peço acesso às atas das reuniões do conselho de Transparência realizadas em 2023.,0
"Dados pessoais: Nome: Mariana Silva Santos, Data de Nascimento: 28/09/1965, CPF: 351.490.333-67. Solicito correção de dados.",1
Solicito dados sobre as transferências voluntárias realizadas no ano de 2021.,0
Peço acesso às atas das reuniões do conselho de Assistência Social realizadas em 2025.,0
Gostaria de obter dados estatísticos sobre esporte no Distrito Federal.,0
Gostaria de obter o planejamento estratégico da Departamento de Trânsito para o período 2020-2027.,0
Meu nome é Letícia Rodrigues Pereira e tenho CNH número 66666371830. Gostaria de informações sobre multas.,1
Gostaria de saber quantos servidores públicos estão lotados na Secretaria de Agricultura.,0
Meu nome é Francisca Gomes Ribeiro e tenho CNH número 70881832169. Gostaria de informações sobre multas.,1
"Sou João Oliveira Nunes, portador do RG 01.604.887-2 e CPF 295.397.179-30. Gostaria de saber sobre meu benefício.",1
Solicito dados sobre as transferências voluntárias realizadas no ano de 2019.,0
"Sou o cidadão José Alves Silva, RG 55.847.230-5, telefone (27) 993659-3878. Peço informações sobre minha solicitação.",1
Peço informações sobre as metas e resultados do programa Programa de Alfabetização.,0
Nome: Lucas Machado Freitas. Telefone: (27) 994275-9044. Email: lucas@uol.com.br. Preciso de informações sobre meu cadastro.,1
Solicito cópia dos contratos firmados entre a administração pública e a empresa Serviços Gama.,0
"Solicito acesso aos meus dados cadastrais. Nome: Eduardo Moreira Campos, CPF: 258.944.455-90, Data Nasc: 15/01/2002.",1
Solicito informações sobre o processo licitatório número 34330/2020.,0
Gostaria de obter o planejamento estratégico da Secretaria de Obras para o período 2020-2026.,0
Gostaria de obter dados estatísticos sobre obras públicas no Distrito Federal.,0
"Sou João Lima Freitas, portador do RG 10.141.067-2 e CPF 040.213.552-00. Gostaria de saber sobre meu benefício.",1
Meu nome é Fernanda Dias Alves e meu CPF é 538.768.489-62. Solicito informações sobre meu processo administrativo.,1
Nome: Carolina Nascimento Santos. Telefone: (15) 998200-8794. Email: carolina@hotmail.com. Preciso de informações sobre meu cadastro.,1
Cidadão: Daniel Teixeira Nunes. Documento: CPF 795.416.315-68. Contato: (83) 98798-3248 / daniel@uol.com.br. Gostaria de informações.,1
"Sou Mateus Campos Teixeira, portador do RG 61.138.695-7 e CPF 551.153.913-92. Gostaria de saber sobre meu benefício.",1
Solicito cópia dos contratos firmados entre a administração pública e a empresa Construções Omega.,0
Peço acesso às atas das reuniões do conselho de Assistência Social realizadas em 2020.,0
Solicito cópia dos contratos firmados entre a administração pública e a empresa Construtora ABC Ltda.,0
"Dados pessoais: Nome: Ana Bezerra Oliveira, Data de Nascimento: 11/10/1952, CPF: 592.346.769-04. Solicito correção de dados.",1
"Dados pessoais: Nome: Mateus Nunes Ferreira, Data de Nascimento: 01/05/1957, CPF: 593.760.014-27. Solicito correção de dados.",1
"Dados pessoais: Nome: Eduardo Torres Araújo, Data de Nascimento: 25/09/1961, CPF: 993.146.661-82. Solicito correção de dados.",1
"Sou Natália Souza Rodrigues, titular do CPF 512.710.846-19 e título de eleitor 113632880891. Peço informações eleitorais.",1
Gostaria de obter o planejamento estratégico da Procuradoria-Geral para o período 2022-2025.,0
"Solicito acesso aos meus dados cadastrais. Nome: Amanda Souza Silva, CPF: 358.087.563-91, Data Nasc: 02/05/1963.",1
Gostaria de obter o planejamento estratégico da Secretaria de Fazenda para o período 2021-2027.,0
"Dados pessoais: Nome: Rafael Carvalho Andrade, Data de Nascimento: 21/11/1990, CPF: 607.866.236-83. Solicito correção de dados.",1
"Solicito acesso aos meus dados cadastrais. Nome: Fernanda Ramos Dias, CPF: 683.146.492-01, Data Nasc: 02/11/1990.",1
Gostaria de saber o valor total gasto com diárias no ano de 2021.,0
Solicito informações sobre o orçamento da secretaria para o ano de 2021.,0
"Me chamo Carlos Nunes Araújo e meu CPF é 128.327.126-57. Moro na Conjunto do Comércio, nº 3338, Alto da Colina, São Paulo - CEP 82614-234. Preciso de informações sobre minha aposentadoria.",1
"Me chamo José Martins Andrade e meu CPF é 349.357.929-22. Moro na Travessa São Paulo, nº 1188, Boa Vista, Brasília - CEP 65402-189. Preciso de informações sobre minha aposentadoria.",1
Solicito cópia dos contratos firmados entre a administração pública e a empresa Tecnologia Alpha.,0
Nome: Rodrigo Costa Martins. Telefone: (48) 94023-7594. Email: rodrigo@gmail.com. Preciso de informações sobre meu cadastro.,1
"Sou Tatiane Ramos Almeida, portador do RG 06.845.657-3 e CPF 763.048.444-50. Gostaria de saber sobre meu benefício.",1
Solicito dados sobre as transferências voluntárias realizadas no ano de 2023.,0
Solicito a relação de bens patrimoniais da Instituto de Previdência.,0
"Solicito acesso aos meus dados cadastrais. Nome: Carolina Barbosa Alves, CPF: 488.662.607-62, Data Nasc: 01/09/1964.",1
Solicito a relação de bens patrimoniais da Companhia de Saneamento.,0
"Me chamo Luiz Ramos Cardoso, CPF 763.615.982-17, e moro em Quadra Brasil, nº 7232, Bela Vista, Rio de Janeiro - CEP 73961-151. Gostaria de acessar meus dados pessoais.",1
Peço acesso às atas das reuniões do conselho Municipal de Saúde realizadas em 2025.,0
Solicito informações sobre o orçamento da secretaria para o ano de 2026.,0
Solicito cópia dos contratos firmados entre a administração pública e a empresa Tecnologia Alpha.,0
"Solicito acesso aos meus dados cadastrais. Nome: Bruna Martins Silva, CPF: 219.119.034-03, Data Nasc: 16/07/1971.",1
Peço acesso às atas das reuniões do conselho de Cultura realizadas em 2024.,0
"Dados do solicitante: Nome: Letícia Carvalho Gomes, RG: 87.046.789-2, CPF: 197.751.525-85, Tel: (17) 93989-5723. Solicito informações.",1
"Me chamo Marcos Alves Moreira, CPF 292.786.321-04, e moro em Alameda da Paz, nº 5201, Boa Vista, Manaus - CEP 49111-642. Gostaria de acessar meus dados pessoais.",1
Peço acesso aos relatórios de gestão do programa Programa de Habitação.,0
Peço informações sobre as metas e resultados do programa Programa de Alfabetização.,0
Solicito a relação de bens patrimoniais da Secretaria de Fazenda.,0
Gostaria de obter o planejamento estratégico da Secretaria de Educação para o período 2022-2027.,0
"Sou Juliana Almeida Rodrigues, portador do RG 20.061.268-7 e CPF 198.700.767-00. Gostaria de saber sobre meu benefício.",1
Gostaria de obter informações sobre o quadro de pessoal da Instituto de Previdência.,0
Meu nome é Larissa Araújo Cardoso e meu CPF é 580.975.314-02. Solicito informações sobre meu processo administrativo.,1
Solicito dados sobre a execução orçamentária do projeto Programa de Iluminação.,0
Peço acesso aos editais de concursos públicos realizados pela Secretaria de Segurança.,0
"Dados do solicitante: Nome: Tiago Machado Almeida, RG: 22.881.982-6, CPF: 788.014.312-28, Tel: (63) 995743-9577. Solicito informações.",1
"Me chamo João Cavalcanti Ferreira, CPF 773.558.466-04, e moro em Conjunto Principal, nº 3607, Alto da Colina, São Paulo - CEP 72751-713. Gostaria de acessar meus dados pessoais.",1
Meu nome é Paulo Reis Moreira e tenho CNH número 78145403122. Gostaria de informações sobre multas.,1
Solicito a relação de bens patrimoniais da Secretaria de Educação.,0
"Solicito informações sobre o processo número 27991/2022. Meus dados: Nome: Fernanda Machado Campos, CPF: 984.533.190-49, Endereço: Avenida Beira Rio, nº 6151, Vila Nova, Curitiba - CEP 77829-397.",1
Solicito cópia dos contratos firmados entre a administração pública e a empresa Construtora ABC Ltda.,0
"Solicito acesso aos meus dados cadastrais. Nome: Marcos Nunes Carvalho, CPF: 900.626.773-22, Data Nasc: 18/09/2001.",1
Peço informações sobre as metas e resultados do programa Mais Médicos.,0
"Dados do solicitante: Nome: Paulo Freitas Martins, RG: 63.235.135-4, CPF: 842.208.609-32, Tel: (38) 999841-5370. Solicito informações.",1
"Dados pessoais: Nome: Lucas Nascimento Batista, Data de Nascimento: 08/12/1977, CPF: 968.669.527-35. Solicito correção de dados.",1
Peço acesso aos relatórios de gestão do programa Programa de Segurança Alimentar.,0
Nome: Fernanda Carvalho Machado. Telefone: (18) 95860-6633. Email: fernanda@uol.com.br. Preciso de informações sobre meu cadastro.,1
"Solicito acesso aos meus dados cadastrais. Nome: Priscila Campos Teixeira, CPF: 018.316.646-90, Data Nasc: 10/10/1988.",1
Meu nome é Pedro Cavalcanti Rodrigues e tenho CNH número 97515798005. Gostaria de informações sobre multas.,1
Gostaria de obter dados estatísticos sobre esporte no Distrito Federal.,0
Peço acesso aos editais de concursos públicos realizados pela Secretaria de Agricultura.,0
Peço acesso aos relatórios de gestão do programa Mais Médicos.,0
"Sou Ana Nunes Reis, titular do CPF 113.379.743-15 e título de eleitor 736361407252. Peço informações eleitorais.",1
Nome: Antônio Santos Freitas. Telefone: (55) 993697-4522. Email: antonio@yahoo.com.br. Preciso de informações sobre meu cadastro.,1
Solicito cópia dos contratos firmados entre a administração pública e a empresa Engenharia Delta.,0
"Sou Carolina Moreira Andrade, titular do CPF 376.245.755-74 e título de eleitor 921751298541. Peço informações eleitorais.",1
"Dados do solicitante: Nome: João Lima Araújo, RG: 00.520.610-8, CPF: 288.897.026-05, Tel: (63) 93198-7321. Solicito informações.",1
"Solicito acesso aos meus dados cadastrais. Nome: Tiago Costa Machado, CPF: 981.240.158-05, Data Nasc: 12/04/2004.",1
"Solicito informações sobre o processo número 60744/2018. Meus dados: Nome: Gabriel Rodrigues Cavalcanti, CPF: 792.117.005-66, Endereço: Rua Comercial, nº 8816, São José, Brasília - CEP 30502-555.",1
Peço informações sobre as metas e resultados do programa Saúde da Família.,0
"Dados do solicitante: Nome: Mariana Martins Costa, RG: 87.893.148-9, CPF: 823.586.363-47, Tel: (18) 97640-6566. Solicito informações.",1
Peço acesso aos relatórios de gestão do programa Programa de Segurança Alimentar.,0
Gostaria de obter o planejamento estratégico da Companhia de Saneamento para o período 2020-2026.,0
Gostaria de obter dados estatísticos sobre governo digital no Distrito Federal.,0
"Sou Luiz Ramos Mendes, titular do CPF 722.509.755-58 e título de eleitor 851637778409. Peço informações eleitorais.",1
Gostaria de saber quantos servidores públicos estão lotados na Secretaria de Segurança.,0
Solicito dados sobre as transferências voluntárias realizadas no ano de 2024.,0
Peço acesso aos editais de concursos públicos realizados pela Secretaria de Agricultura.,0
"Meus dados: Bruna Barbosa Teixeira, CPF: 796.991.980-44, RG: 98.709.824-0, residente em Av. da Paz, nº 7148, Vila Nova, Recife - CEP 66208-312. Solicito extrato de serviços.",1
Meu nome é Bruno Bezerra Andrade e tenho CNH número 59520184003. Gostaria de informações sobre multas.,1
"Sou o cidadão Mateus Freitas Ramos, RG 32.092.981-5, telefone (24) 998755-2994. Peço informações sobre minha solicitação.",1
Peço acesso às atas das reuniões do conselho de Meio Ambiente realizadas em 2022.,0
Gostaria de obter informações sobre o quadro de pessoal da Secretaria de Segurança.,0
"Sou Bruna Machado Costa, portador do RG 26.655.200-2 e CPF 794.207.374-20. Gostaria de saber sobre meu benefício.",1
"Sou o cidadão Priscila Reis Dias, RG 03.457.801-0, telefone (19) 96937-7077. Peço informações sobre minha solicitação.",1
Nome completo: Gustavo Almeida Nascimento. PIS/PASEP: 682.11941.92-8. Email: gustavo@gmail.com. Telefone: (91) 994689-9437. Solicito informações.,1
Solicito informações sobre o orçamento da secretaria para o ano de 2019.,0
Gostaria de obter o planejamento estratégico da Secretaria de Saúde para o período 2020-2026.,0
Solicito informações sobre o processo licitatório número 54416/2025.,0
Cidadão: Patrícia Santos Torres. Documento: CPF 458.967.478-53. Contato: (47) 94952-9108 / patricia@uol.com.br. Gostaria de informações.,1
Gostaria de obter dados estatísticos sobre finanças públicas no Distrito Federal.,0
Nome completo: Gabriel Lima Reis. PIS/PASEP: 813.55810.39-0. Email: gabriel@hotmail.com. Telefone: (55) 97556-3027. Solicito informações.,1
"Solicito acesso aos meus dados cadastrais. Nome: Daniel Freitas Gomes, CPF: 087.280.083-08, Data Nasc: 28/10/1951.",1
Peço informações sobre as metas e resultados do programa Programa de Habitação.,0
"Solicito informações sobre o processo número 62023/2021. Meus dados: Nome: Marcos Silva Freitas, CPF: 954.223.101-60, Endereço: Rua Rio de Janeiro, nº 2941, São José, Rio de Janeiro - CEP 70552-679.",1
Solicito dados sobre a execução orçamentária do projeto Reforma de Praças.,0
Meu nome é Pedro Gomes Ferreira e meu CPF é 937.980.446-60. Solicito informações sobre meu processo administrativo.,1
"Solicito informações sobre o processo número 97407/2026. Meus dados: Nome: Tatiane Rodrigues Santos, CPF: 045.040.438-23, Endereço: Travessa da Paz, nº 3002, Vila Nova, Manaus - CEP 32427-952.",1
Gostaria de obter o planejamento estratégico da Secretaria de Educação para o período 2020-2025.,0
Meu nome é Gustavo Silva Mendes e meu CPF é 472.397.096-71. Solicito informações sobre meu processo administrativo.,1
Solicito dados sobre as transferências voluntárias realizadas no ano de 2023.,0
Solicito dados sobre a execução orçamentária do projeto Construção de Escolas.,0
"Sou o cidadão Luiz Oliveira Reis, RG 19.412.617-0, telefone (42) 991617-1791. Peço informações sobre minha solicitação.",1
Solicito cópia dos contratos firmados entre a administração pública e a empresa TechSoluções S.A..,0
Gostaria de saber o valor total gasto com diárias no ano de 2020.,0
Solicito informações sobre o processo licitatório número 29871/2021.,0
"Meus dados: Francisca Almeida Ramos, CPF: 242.230.048-08, RG: 64.512.779-2, residente em Alameda do Comércio, nº 1548, Bela Vista, Belo Horizonte - CEP 83992-754. Solicito extrato de serviços.",1
Peço acesso aos editais de concursos públicos realizados pela Companhia de Saneamento.,0
Peço acesso às atas das reuniões do conselho de Meio Ambiente realizadas em 2026.,0
Peço acesso aos relatórios de gestão do programa Programa de Capacitação Profissional.,0
Gostaria de obter dados estatísticos sobre governo digital no Distrito Federal.,0
Gostaria de obter dados estatísticos sobre turismo no Distrito Federal.,0
Meu nome é Carlos Torres Torres e tenho CNH número 29836194102. Gostaria de informações sobre multas.,1
Cidadão: Lucas Ramos Cavalcanti. Documento: CPF 560.323.836-44. Contato: (22) 93228-7386 / lucas@gmail.com. Gostaria de informações.,1
Peço acesso às atas das reuniões do conselho Municipal de Saúde realizadas em 2023.,0
Gostaria de saber quantos servidores públicos estão lotados na Controladoria-Geral.,0
"Dados do solicitante: Nome: Luiz Gomes Batista, RG: 14.377.145-7, CPF: 873.719.774-67, Tel: (38) 96058-1175. Solicito informações.",1
Peço acesso às atas das reuniões do conselho Municipal de Saúde realizadas em 2019.,0
"Sou Paulo Alves Pereira, titular do CPF 904.940.697-16 e título de eleitor 088291385676. Peço informações eleitorais.",1
Gostaria de obter informações sobre o quadro de pessoal da Companhia de Saneamento.,0
"Me chamo Amanda Souza Souza, CPF 049.024.390-85, e moro em Quadra do Sol, nº 3317, Boa Vista, Recife - CEP 56586-129. Gostaria de acessar meus dados pessoais.",1
Peço acesso aos editais de concursos públicos realizados pela Instituto de Previdência.,0
Solicito informações sobre o processo licitatório número 14531/2023.,0
Cidadão: André Moreira Dias. Documento: CPF 081.020.645-52. Contato: (98) 96771-6480 / andre@hotmail.com. Gostaria de informações.,1
"Sou Luiz Nunes Freitas, titular do CPF 259.623.046-16 e título de eleitor 068808315505. Peço informações eleitorais.",1
"Dados pessoais: Nome: Juliana Carvalho Cardoso, Data de Nascimento: 10/02/1952, CPF: 014.299.815-04. Solicito correção de dados.",1
"Sou Patrícia Torres Araújo, portador do RG 90.573.019-9 e CPF 793.544.458-70. Gostaria de saber sobre meu benefício.",1
"Me chamo André Santos Alves, CPF 457.218.248-59, e moro em Cj Brasil, nº 9468, Jardim América, Fortaleza - CEP 68271-750. Gostaria de acessar meus dados pessoais.",1
Meu nome é Daniel Lima Ribeiro e tenho CNH número 12725896980. Gostaria de informações sobre multas.,1
"Sou João Teixeira Pereira, portador do RG 36.395.246-8 e CPF 570.621.045-40. Gostaria de saber sobre meu benefício.",1
"Sou Bruno Araújo Campos, titular do CPF 578.430.832-78 e título de eleitor 533362444465. Peço informações eleitorais.",1
Solicito dados sobre a execução orçamentária do projeto Implantação de Ciclovias.,0
Nome: Carolina Almeida Ramos. Telefone: (68) 994076-1669. Email: carolina@gmail.com. Preciso de informações sobre meu cadastro.,1
"Solicito acesso aos meus dados cadastrais. Nome: Larissa Torres Nunes, CPF: 758.497.044-34, Data Nasc: 06/09/1957.",1
"Solicito informações sobre o processo número 62633/2025. Meus dados: Nome: Marcos Machado Reis, CPF: 003.861.546-00, Endereço: Av. das Acácias, nº 4552, Vila Nova, Recife - CEP 68942-753.",1
Solicito informações sobre o orçamento da secretaria para o ano de 2025.,0
"Dados do solicitante: Nome: Luiz Teixeira Oliveira, RG: 12.055.595-8, CPF: 842.625.351-26, Tel: (16) 97874-9839. Solicito informações.",1
Peço informações sobre as metas e resultados do programa Bolsa Família.,0
Meu nome é Felipe Nascimento Ribeiro e meu CPF é 223.365.547-80. Solicito informações sobre meu processo administrativo.,1
Nome completo: Vanessa Campos Dias. PIS/PASEP: 285.52160.79-9. Email: vanessa@hotmail.com. Telefone: (22) 997999-7575. Solicito informações.,1
Solicito dados sobre a execução orçamentária do projeto Reforma de Praças.,0
"Dados do solicitante: Nome: Mateus Ribeiro Costa, RG: 39.381.240-1, CPF: 108.485.579-80, Tel: (63) 96163-7525. Solicito informações.",1
Gostaria de obter o planejamento estratégico da Secretaria de Segurança para o período 2020-2026.,0
Solicito dados sobre a execução orçamentária do projeto Implantação de Ciclovias.,0
"Solicito informações sobre o processo número 46376/2023. Meus dados: Nome: Larissa Gomes Carvalho, CPF: 319.333.824-90, Endereço: Quadra Beira Rio, nº 803, Vila Rica, Manaus - CEP 56364-765.",1
"Me chamo Maria Oliveira Pereira, CPF 681.063.441-00, e moro em Rua Rio de Janeiro, nº 7102, Jardim América, Rio de Janeiro - CEP 77157-746. Gostaria de acessar meus dados pessoais.",1
Gostaria de obter dados estatísticos sobre saúde pública no Distrito Federal.,0
"Dados pessoais: Nome: Priscila Nascimento Rodrigues, Data de Nascimento: 03/01/1966, CPF: 436.920.091-19. Solicito correção de dados.",1
Peço acesso aos relatórios de gestão do programa Programa de Capacitação Profissional.,0
Solicito informações sobre o processo licitatório número 21766/2023.,0
"Meus dados: Bruno Ramos Cavalcanti, CPF: 085.289.637-99, RG: 46.416.916-2, residente em Qd das Palmeiras, nº 212, Vila Rica, Recife - CEP 42326-608. Solicito extrato de serviços.",1
"Sou Bruna Batista Rodrigues, portador do RG 67.890.449-9 e CPF 330.241.423-47. Gostaria de saber sobre meu benefício.",1
"Me chamo Patrícia Freitas Cardoso e meu CPF é 508.984.843-24. Moro na Avenida Bahia, nº 3892, Alto da Colina, Rio de Janeiro - CEP 74973-288. Preciso de informações sobre minha aposentadoria.",1
Solicito dados sobre as transferências voluntárias realizadas no ano de 2026.,0
Solicito cópia dos contratos firmados entre a administração pública e a empresa Tecnologia Alpha.,0
Gostaria de saber o valor total gasto com diárias no ano de 2024.,0
Gostaria de obter o planejamento estratégico da Secretaria de Educação para o período 2021-2026.,0
Peço informações sobre as metas e resultados do programa Mais Médicos.,0
Nome: Camila Almeida Moreira. Telefone: (61) 93374-1753. Email: camila@outlook.com. Preciso de informações sobre meu cadastro.,1
Gostaria de obter dados estatísticos sobre economia no Distrito Federal.,0
Solicito dados sobre as transferências voluntárias realizadas no ano de 2019.,0
Peço acesso aos relatórios de gestão do programa Programa de Segurança Alimentar.,0
Meu nome é Rodrigo Gomes Andrade e tenho CNH número 49178989042. Gostaria de informações sobre multas.,1
Peço informações sobre as metas e resultados do programa Programa de Alfabetização.,0
"Me chamo Rodrigo Dias Campos, CPF 267.371.561-42, e moro em Rua dos Ipês, nº 4212, Boa Vista, São Paulo - CEP 98378-175. Gostaria de acessar meus dados pessoais.",1
"Solicito informações sobre o processo número 13236/2024. Meus dados: Nome: Gustavo Gomes Torres, CPF: 594.241.838-10, Endereço: Travessa do Sol, nº 2005, Bela Vista, Salvador - CEP 61925-394.",1
Solicito a relação de bens patrimoniais da Secretaria de Transporte.,0
"Sou Fernanda Almeida Torres, portador do RG 97.429.184-8 e CPF 662.079.653-29. Gostaria de saber sobre meu benefício.",1
Peço informações sobre as metas e resultados do programa Programa de Alfabetização.,0
"Sou o cidadão Carlos Alves Almeida, RG 84.075.367-0, telefone (92) 95935-5561. Peço informações sobre minha solicitação.",1
Gostaria de saber o valor total gasto com diárias no ano de 2022.,0
Solicito cópia dos contratos firmados entre a administração pública e a empresa Tecnologia Alpha.,0
Peço acesso aos editais de concursos públicos realizados pela Secretaria de Educação.,0
